composite_ID,UID,n_items,full_scale,extremes_only,rating_sd,rating_mean,n_categories_used,n_02,n_04,n_06,n_08,n_10
A024_1,A024,72,True,False,0.32253640718423,0.5861111111111108,5,17,21,7,4,23
A024_2,A024,72,True,False,0.33472713293237333,0.5916666666666663,5,17,24,2,3,26
A024_3,A024,72,True,False,0.31304451777590064,0.6055555555555555,5,13,24,6,6,23
A024_4,A024,72,True,False,0.3058122410247232,0.5,5,26,18,8,6,14
A025_1,A025,72,True,False,0.3215280418410513,0.7166666666666667,5,13,8,11,4,36
A025_2,A025,72,True,False,0.3342592773218768,0.6194444444444445,5,19,13,8,6,26
A025_3,A025,72,True,False,0.30753449365678054,0.5083333333333332,5,26,16,9,7,14
A025_4,A025,72,True,False,0.22237866167998005,0.3111111111111109,5,54,5,8,1,4
A026_1,A026,72,True,False,0.34139316890448745,0.6583333333333335,5,20,6,9,7,30
A026_2,A026,72,True,False,0.34612769586763115,0.5861111111111111,5,24,12,6,5,25
A026_3,A026,72,True,False,0.3332394233911024,0.6222222222222223,5,21,7,12,7,25
A026_4,A026,72,True,False,0.34067042435199596,0.6333333333333334,5,22,6,8,10,26
A027_1,A027,72,True,False,0.34630850042236727,0.675,5,19,8,5,7,33
A027_2,A027,72,True,False,0.3484371545978203,0.6499999999999999,5,22,6,5,10,29
A027_3,A027,72,True,False,0.2758966035261139,0.5222222222222225,5,21,15,16,11,9
A027_4,A027,72,True,False,0.2661967690915958,0.4111111111111111,5,38,10,11,8,5
A028_1,A028,72,True,False,0.2997651663045216,0.7833333333333332,5,4,19,2,1,46
A028_2,A028,72,True,False,0.31745022899239483,0.6583333333333332,5,9,24,7,1,31
A028_3,A028,72,True,False,0.3274480450731416,0.5305555555555553,5,22,25,2,2,21
A028_4,A028,72,True,False,0.27644909143727436,0.4861111111111106,5,18,33,6,2,13
A029_1,A029,72,False,False,0.23812977616698755,0.836111111111111,4,0,11,12,2,47
A029_2,A029,72,False,False,0.2695704576022632,0.7527777777777777,4,0,21,12,2,37
A029_3,A029,72,True,False,0.2980242714170737,0.6861111111111108,5,3,30,3,5,31
A029_4,A029,72,True,False,0.2968799676299644,0.6555555555555553,5,7,24,9,6,26
A030_1,A030,72,True,False,0.3172159801945148,0.5722222222222221,5,20,15,12,5,20
A030_2,A030,72,True,False,0.31839778862248247,0.6944444444444445,5,13,9,14,3,33
A030_3,A030,72,True,False,0.3236987915767243,0.5472222222222222,5,24,14,10,5,19
A030_4,A030,72,True,False,0.3304097138852518,0.5888888888888886,5,18,20,7,2,25
A031_1,A031,72,False,False,0.18914187237976668,0.8833333333333333,4,0,4,11,8,49
A031_2,A031,72,False,False,0.3850085867790271,0.6222222222222222,4,29,6,0,2,35
A031_3,A031,72,True,False,0.3299831645537222,0.538888888888889,5,28,10,7,10,17
A031_4,A031,72,True,False,0.278605964141269,0.41111111111111104,5,39,11,8,7,7
A032_1,A032,72,False,False,0.37227885958750684,0.6333333333333334,4,25,8,4,0,35
A032_2,A032,72,False,False,0.3626972508506894,0.4499999999999997,4,47,2,2,0,21
A032_3,A032,72,False,False,0.3710999595374555,0.5444444444444445,4,34,6,5,0,27
A032_4,A032,72,True,False,0.3380765810402834,0.608333333333333,5,19,16,7,3,27
A033_1,A033,72,True,False,0.3586511855918611,0.6194444444444445,5,24,8,8,1,31
A033_2,A033,72,True,False,0.33172145488447524,0.5694444444444445,5,23,14,7,7,21
A033_3,A033,72,True,False,0.3474814368894914,0.6694444444444443,5,18,11,5,4,34
A033_4,A033,72,True,False,0.3437799638384649,0.48888888888888915,5,35,11,5,1,20
A034_1,A034,72,False,False,0.22951264962530535,0.85,4,4,0,16,6,46
A034_2,A034,72,True,False,0.21227952753168797,0.8527777777777777,5,3,1,12,14,42
A034_3,A034,72,True,False,0.27049771548851764,0.7583333333333333,5,8,3,17,12,32
A034_4,A034,72,True,False,0.2756554289197979,0.6583333333333337,5,12,6,21,15,18
A035_1,A035,72,True,False,0.29823424010638183,0.6416666666666665,5,12,15,13,10,22
A035_2,A035,72,True,False,0.2893519822639247,0.672222222222222,5,6,21,13,5,27
A035_3,A035,72,True,False,0.30384855382570414,0.5749999999999998,5,17,19,9,10,17
A035_4,A035,72,True,False,0.2726442705771758,0.49444444444444424,5,20,25,10,7,10
A036_1,A036,72,True,False,0.25672488822007866,0.4472222222222222,5,28,17,15,6,6
A036_2,A036,72,False,False,0.19347736257210046,0.3555555555555554,4,38,17,12,5,0
A036_3,A036,72,True,False,0.22094901301811154,0.3638888888888887,5,40,15,8,8,1
A036_4,A036,72,False,False,0.1804185708841382,0.3111111111111109,4,48,12,8,4,0
A037_1,A037,72,True,False,0.3384466957796959,0.7194444444444443,5,14,11,5,2,40
A037_2,A037,72,True,False,0.3130945049247663,0.6333333333333335,5,16,11,13,9,23
A037_3,A037,72,True,False,0.33734673097780044,0.5333333333333334,5,33,2,9,12,16
A037_4,A037,72,True,False,0.3162277660168379,0.41666666666666635,5,43,10,2,4,13
A038_1,A038,72,True,False,0.24565074384158042,0.7777777777777777,5,2,11,13,13,33
A038_2,A038,72,True,False,0.29703806472165095,0.7277777777777779,5,10,8,12,10,32
A038_3,A038,72,True,False,0.30210528898680805,0.7333333333333334,5,11,7,10,11,33
A038_4,A038,72,True,False,0.31977104485359603,0.7166666666666666,5,14,7,7,11,33
A039_1,A039,72,False,False,0.1733179841524616,0.8805555555555558,4,0,1,15,10,46
A039_2,A039,72,False,False,0.22390404271537384,0.8472222222222222,4,0,9,11,6,46
A039_3,A039,72,True,False,0.29070094986690553,0.7333333333333332,5,8,10,13,8,33
A039_4,A039,72,True,False,0.3134941151766508,0.6555555555555553,5,14,13,9,11,25
A040_1,A040,72,True,False,0.3722368203056171,0.5944444444444448,5,31,2,6,4,29
A040_2,A040,72,True,False,0.3634300168557898,0.5555555555555558,5,32,5,8,1,26
A040_3,A040,72,False,False,0.3339899635837099,0.3999999999999997,4,51,2,3,0,16
A040_4,A040,72,False,True,0.28983833387063845,0.32222222222222185,2,61,0,0,0,11
A041_1,A041,72,True,False,0.3511550357818176,0.7250000000000005,5,18,5,5,2,42
A041_2,A041,72,False,False,0.3841540509981361,0.49444444444444474,3,44,2,0,0,26
A041_3,A041,72,True,False,0.344223514385675,0.6194444444444447,5,24,2,17,1,28
A041_4,A041,72,False,False,0.3756267584435938,0.5555555555555558,4,35,2,7,0,28
A042_1,A042,72,True,False,0.2983522825571178,0.4666666666666664,5,27,24,5,2,14
A042_2,A042,72,True,False,0.25318008708135536,0.41111111111111076,5,29,29,2,5,7
A042_3,A042,72,True,False,0.27401837892280223,0.43888888888888855,5,27,28,3,4,10
A042_4,A042,72,True,False,0.24887854885742394,0.3944444444444443,5,34,22,6,4,6
A043_1,A043,72,False,False,0.1743981378488114,0.9027777777777778,4,1,0,12,7,52
A043_2,A043,72,False,False,0.19982386610409858,0.8750000000000001,4,0,5,12,6,49
A043_3,A043,72,False,False,0.22011520671083157,0.8,4,0,7,22,7,36
A043_4,A043,72,True,False,0.27610922970676743,0.6805555555555557,5,6,14,24,1,27
A044_1,A044,72,True,False,0.28216411610870246,0.43055555555555547,5,35,14,8,7,8
A044_2,A044,72,True,False,0.29644476587979657,0.4527777777777778,5,33,14,9,5,11
A044_3,A044,72,True,False,0.25328823418679514,0.358333333333333,5,45,13,3,6,5
A044_4,A044,72,True,False,0.20624066346772074,0.3499999999999997,5,39,21,4,7,1
A045_1,A045,72,True,False,0.35664933484280953,0.5111111111111114,5,37,3,9,1,22
A045_2,A045,72,True,False,0.3287001954157522,0.511111111111111,5,29,13,10,1,19
A045_3,A045,72,True,False,0.3425829349115988,0.5305555555555554,5,29,13,5,4,21
A045_4,A045,72,True,False,0.28569164900266014,0.3916666666666664,5,41,16,2,3,10
A046_1,A046,72,True,False,0.25891007858905796,0.6472222222222225,5,7,15,21,12,17
A046_2,A046,72,True,False,0.2613914853379864,0.5388888888888891,5,17,15,22,9,9
A046_3,A046,72,True,False,0.16725249155436342,0.4861111111111111,5,8,32,26,5,1
A046_4,A046,72,True,False,0.2902160438581507,0.4833333333333331,5,29,12,12,10,9
A047_1,A047,72,True,False,0.24379626682603214,0.6500000000000001,5,6,14,22,16,14
A047_2,A047,72,True,False,0.2671210916818125,0.5861111111111112,5,11,19,20,8,14
A047_3,A047,72,True,False,0.26095706840263166,0.5416666666666666,5,18,16,11,23,4
A047_4,A047,72,False,False,0.19209739313875196,0.3833333333333335,4,31,21,15,5,0
A048_1,A048,72,True,False,0.3222451559482025,0.6694444444444445,5,12,17,8,4,31
A048_2,A048,72,True,False,0.29261916904189106,0.6527777777777778,5,5,29,5,8,25
A048_3,A048,72,True,False,0.3406244840342964,0.5944444444444442,5,20,18,4,4,26
A048_4,A048,72,True,False,0.3381691477012118,0.5527777777777776,5,26,14,3,9,20
A049_1,A049,72,True,False,0.26163085488021504,0.8166666666666665,5,4,8,10,6,44
A049_2,A049,72,False,False,0.3455847146390813,0.5027777777777779,4,34,9,8,0,21
A049_3,A049,72,False,False,0.37024502312900803,0.5694444444444445,4,30,9,4,0,29
A049_4,A049,72,True,False,0.3598708688592634,0.5083333333333333,5,36,8,4,1,23
A050_1,A050,72,False,False,0.36919741232093667,0.6055555555555556,4,26,10,4,0,32
A050_2,A050,72,False,False,0.3877526436738457,0.5250000000000001,4,41,1,2,0,28
A050_3,A050,72,False,False,0.26830482745970985,0.3111111111111108,4,60,2,1,0,9
A050_4,A050,72,False,False,0.25557936882995463,0.2944444444444442,3,63,0,1,0,8
A051_1,A051,72,True,False,0.27264427057717583,0.8055555555555555,5,7,6,5,14,40
A051_2,A051,72,True,False,0.24967898012095655,0.7861111111111111,5,4,5,19,8,36
A051_3,A051,72,True,False,0.32655071238955874,0.5611111111111109,5,22,16,9,4,21
A051_4,A051,72,True,False,0.31784436305152663,0.5694444444444443,5,21,14,11,7,19
A052_1,A052,72,True,False,0.2765764319165785,0.711111111111111,5,8,9,16,13,26
A052_2,A052,72,True,False,0.3296391539714084,0.6083333333333332,5,22,8,8,13,21
A052_3,A052,72,True,False,0.3102702139004046,0.5249999999999999,5,25,15,8,10,14
A052_4,A052,72,True,False,0.3321104328278686,0.5111111111111111,5,31,10,9,4,18
A053_1,A053,72,True,False,0.31942828427519093,0.6777777777777776,5,14,10,12,6,30
A053_2,A053,72,False,False,0.212279527531688,0.4527777777777776,4,12,43,10,0,7
A053_3,A053,72,False,False,0.16781295944703573,0.4527777777777774,3,0,65,1,0,6
A053_4,A053,72,False,False,0.1678362716593378,0.4666666666666663,4,0,60,5,2,5
A054_1,A054,72,True,False,0.25262317065874546,0.8388888888888889,5,3,9,6,7,47
A054_2,A054,72,True,False,0.31839778862248247,0.6944444444444444,5,12,13,8,7,32
A054_3,A054,72,True,False,0.33154449586541795,0.6777777777777779,5,16,8,13,2,33
A054_4,A054,72,True,False,0.32366253025308295,0.7055555555555554,5,11,16,4,6,35
A055_1,A055,72,True,False,0.33734673097780044,0.6666666666666665,5,18,8,9,6,31
A055_2,A055,72,True,False,0.31083712505082006,0.4833333333333334,5,31,13,8,7,13
A055_3,A055,72,True,False,0.2897168225106999,0.44722222222222185,5,30,21,7,2,12
A055_4,A055,72,True,False,0.2794892502433053,0.43611111111111084,5,33,15,11,4,9
A056_1,A056,72,True,False,0.29814239699997197,0.6111111111111108,5,10,25,10,5,22
A056_2,A056,72,True,False,0.28183114624216976,0.44722222222222197,5,29,22,6,5,10
A056_3,A056,72,True,False,0.29787983209038704,0.5166666666666667,5,23,16,16,2,15
A056_4,A056,72,True,False,0.2783249696530916,0.41666666666666646,5,36,15,9,3,9
A057_1,A057,72,True,False,0.3369289639680201,0.6166666666666665,5,18,17,5,5,27
A057_2,A057,72,True,False,0.339934634239519,0.577777777777778,5,24,12,7,6,23
A057_3,A057,72,True,False,0.32253640718423,0.4361111111111109,5,41,9,4,4,14
A057_4,A057,72,True,False,0.20140352599120542,0.2666666666666664,5,63,3,1,1,4
A058_1,A058,72,True,False,0.3618765211897829,0.6444444444444445,5,23,7,7,1,34
A058_2,A058,72,False,False,0.3571754959376113,0.44444444444444414,4,47,2,3,0,20
A058_3,A058,72,False,False,0.3417253470735685,0.461111111111111,4,39,10,4,0,19
A058_4,A058,72,False,False,0.2731603712462797,0.34444444444444416,4,52,6,5,0,9
A059_1,A059,72,True,False,0.3140925772839137,0.6222222222222222,5,15,16,10,8,23
A059_2,A059,72,True,False,0.37100506389197685,0.5305555555555557,5,37,4,2,5,24
A059_3,A059,72,True,False,0.3390126508919523,0.4666666666666665,5,39,8,4,4,17
A059_4,A059,72,True,False,0.3390011102321851,0.497222222222222,5,32,15,2,4,19
A060_1,A060,72,True,False,0.21477141467937552,0.7749999999999999,5,4,3,13,30,22
A060_2,A060,72,True,False,0.30753449365678054,0.6916666666666669,5,12,10,12,9,29
A060_3,A060,72,True,False,0.3411753595705451,0.6722222222222224,5,19,7,6,9,31
A060_4,A060,72,True,False,0.35992522262852605,0.7055555555555557,5,22,1,5,5,39
A061_1,A061,72,False,False,0.07505866250408014,0.9666666666666666,2,0,0,0,12,60
A061_2,A061,72,True,False,0.2066197129760308,0.8888888888888887,5,4,1,2,17,48
A061_3,A061,72,True,False,0.3622115170706082,0.6583333333333332,5,21,11,1,4,35
A061_4,A061,72,True,False,0.33872401643731154,0.7138888888888889,5,15,10,4,5,38
A062_1,A062,72,True,False,0.3219657929516518,0.6999999999999998,5,12,13,8,5,34
A062_2,A062,72,True,False,0.32687403593396974,0.5361111111111111,5,26,14,7,7,18
A062_3,A062,72,True,False,0.30487689606255614,0.39722222222222203,5,46,7,4,4,11
A062_4,A062,72,True,False,0.23012550158309975,0.3333333333333331,5,49,9,6,5,3
A063_1,A063,72,True,False,0.22888106402900285,0.5527777777777776,5,5,36,8,17,6
A063_2,A063,72,True,False,0.20960877187201973,0.4972222222222222,5,11,33,11,16,1
A063_3,A063,72,False,False,0.19282919538168825,0.36666666666666653,4,34,22,10,6,0
A063_4,A063,72,False,False,0.15704628864195688,0.3111111111111108,4,43,20,7,2,0
A064_1,A064,72,True,False,0.29036429549818366,0.7361111111111112,5,6,14,12,5,35
A064_2,A064,72,True,False,0.338908770806507,0.5583333333333333,5,23,19,3,4,23
A064_3,A064,72,True,False,0.3313438280613752,0.5250000000000004,5,31,7,8,10,16
A064_4,A064,72,True,False,0.34355227988485904,0.55,5,29,9,5,9,20
A065_1,A065,72,False,False,0.3342592773218768,0.5305555555555554,4,25,19,6,0,22
A065_2,A065,72,True,False,0.20932860854091978,0.3888888888888887,5,28,29,10,1,4
A065_3,A065,72,False,False,0.12806492875916797,0.2777777777777777,4,49,19,3,1,0
A065_4,A065,72,True,False,0.17361118935835482,0.3166666666666665,5,42,23,3,3,1
A066_1,A066,72,True,False,0.3035007019041933,0.5833333333333331,5,14,23,10,5,20
A066_2,A066,72,True,False,0.32755555980235396,0.5444444444444445,5,23,19,5,5,20
A066_3,A066,72,True,False,0.3237108777819587,0.4666666666666667,5,36,9,10,1,16
A066_4,A066,72,True,False,0.251552301222611,0.38055555555555537,5,42,8,14,3,5
A067_1,A067,72,True,False,0.3355676292535037,0.575,5,24,10,12,3,23
A067_2,A067,72,True,False,0.22841907509097115,0.3277777777777775,5,49,12,2,6,3
A067_3,A067,72,True,False,0.22929093941601478,0.3194444444444442,5,51,10,5,1,5
A067_4,A067,72,False,False,0.1838554239107687,0.2666666666666664,4,61,4,4,0,3
A068_1,A068,72,False,False,0.19903916302930263,0.8694444444444445,4,2,0,15,9,46
A068_2,A068,72,True,False,0.29021604385815075,0.7833333333333334,5,7,8,12,2,43
A068_3,A068,72,True,False,0.30391292715619184,0.6944444444444442,5,9,15,12,5,31
A068_4,A068,72,True,False,0.3218564109906383,0.6249999999999997,5,17,14,7,11,23
A069_1,A069,72,True,False,0.27521509584829384,0.644444444444444,5,9,17,12,17,17
A069_2,A069,72,False,False,0.22766419550621694,0.3666666666666664,4,38,18,11,0,5
A069_3,A069,72,False,False,0.1625067712565398,0.27499999999999974,4,54,14,0,3,1
A069_4,A069,72,False,False,0.2435875577252669,0.31944444444444425,4,55,3,8,0,6
A070_1,A070,72,False,False,0.3852930108701066,0.5500000000000003,3,38,0,5,0,29
A070_2,A070,72,True,False,0.36613277391912785,0.5055555555555558,5,39,4,4,2,23
A070_3,A070,72,True,False,0.29865373462948314,0.3805555555555553,5,50,4,1,9,8
A070_4,A070,72,True,False,0.22501956096504455,0.29166666666666635,5,59,4,3,1,5
A071_1,A071,72,True,False,0.2863072318086211,0.7833333333333332,5,5,14,4,8,41
A071_2,A071,72,True,False,0.2992818739292405,0.5972222222222221,5,17,14,9,17,15
A071_3,A071,72,True,False,0.26917831265958214,0.4722222222222222,5,25,20,10,10,7
A071_4,A071,72,True,False,0.31364383775870086,0.4722222222222222,5,34,12,3,12,11
A072_1,A072,72,True,False,0.29598248901382146,0.7833333333333334,5,8,8,9,4,43
A072_2,A072,72,True,False,0.3111767759899394,0.7583333333333333,5,11,9,2,12,38
A072_3,A072,72,True,False,0.29703806472165095,0.6277777777777773,5,10,23,7,11,21
A072_4,A072,72,True,False,0.3026745671240393,0.5722222222222221,5,17,19,10,9,17
A073_1,A073,72,True,False,0.3166728440217839,0.5666666666666669,5,25,8,6,20,13
A073_2,A073,72,True,False,0.2902160438581507,0.5166666666666667,5,23,17,9,13,10
A073_3,A073,72,True,False,0.2259391805376713,0.6277777777777778,5,2,23,22,13,12
A073_4,A073,72,True,False,0.26393850946046665,0.5361111111111109,5,16,22,10,17,7
A074_1,A074,72,False,False,0.38050086421482887,0.6027777777777779,4,30,5,4,0,33
A074_2,A074,72,True,False,0.3590872623358158,0.5416666666666667,5,33,6,5,5,23
A074_3,A074,72,False,False,0.3339431042409913,0.39444444444444415,4,52,2,2,0,16
A074_4,A074,72,True,False,0.352755750794101,0.47499999999999987,5,41,5,3,4,19
A075_1,A075,72,True,False,0.3520452204556914,0.5472222222222225,5,32,4,9,5,22
A075_2,A075,72,True,False,0.36497690024874174,0.5444444444444446,5,31,12,1,2,26
A075_3,A075,72,True,False,0.1838554239107687,0.26666666666666633,5,62,2,4,2,2
A075_4,A075,72,True,False,0.2992818739292405,0.397222222222222,5,45,8,4,5,10
A076_1,A076,72,True,False,0.3200156490696232,0.4888888888888888,5,30,16,6,4,16
A076_2,A076,72,False,False,0.27247201978358293,0.41111111111111076,4,31,28,2,0,11
A076_3,A076,72,False,False,0.24963196697505957,0.4277777777777774,4,24,32,7,0,9
A076_4,A076,72,False,False,0.15744437873219289,0.2666666666666664,4,56,12,2,0,2
A077_1,A077,72,True,False,0.3166604891910427,0.6972222222222222,5,6,26,3,1,36
A077_2,A077,72,True,False,0.3499049725680617,0.4805555555555557,5,39,7,3,4,19
A077_3,A077,72,True,False,0.32887868486475746,0.5027777777777779,5,33,6,13,3,17
A077_4,A077,72,False,False,0.3643653775065746,0.5361111111111112,4,32,11,3,0,26
A078_1,A078,72,True,False,0.2932602341696312,0.4138888888888887,5,40,11,7,4,10
A078_2,A078,72,True,False,0.2878879976962002,0.422222222222222,5,36,16,6,4,10
A078_3,A078,72,True,False,0.28271819443535773,0.37499999999999967,5,45,13,1,4,9
A078_4,A078,72,True,False,0.20644922682123584,0.3361111111111108,5,42,20,3,5,2
A079_1,A079,72,True,False,0.3267423501480665,0.65,5,18,7,13,7,27
A079_2,A079,72,True,False,0.3451882523746496,0.5833333333333334,5,24,12,7,4,25
A079_3,A079,72,True,False,0.3213698185119306,0.4805555555555558,5,34,10,7,7,14
A079_4,A079,72,True,False,0.30011734794111994,0.4249999999999999,5,39,11,7,4,11
A080_1,A080,72,True,False,0.2852668080932077,0.7555555555555556,5,8,6,16,6,36
A080_2,A080,72,True,False,0.3090193484985671,0.6833333333333331,5,8,20,10,2,32
A080_3,A080,72,True,False,0.25415175435357823,0.6361111111111111,5,2,27,18,6,19
A080_4,A080,72,True,False,0.28172006883269535,0.4749999999999999,5,23,27,5,6,11
A081_1,A081,72,True,False,0.28906789927495635,0.7305555555555556,5,6,15,10,8,33
A081_2,A081,72,True,False,0.2552577021809366,0.7138888888888888,5,5,11,17,16,23
A081_3,A081,72,True,False,0.25976997167621885,0.6888888888888888,5,4,17,16,13,22
A081_4,A081,72,True,False,0.21754067128234167,0.6999999999999998,5,1,13,24,17,17
A082_1,A082,72,True,False,0.3504077660439511,0.6055555555555557,5,24,9,7,5,27
A082_2,A082,72,True,False,0.352411766557443,0.5555555555555554,5,27,14,4,2,25
A082_3,A082,72,True,False,0.36065277280954217,0.5250000000000004,5,37,2,5,7,21
A082_4,A082,72,True,False,0.29443189508793105,0.4249999999999996,5,39,9,10,4,10
A083_1,A083,72,True,False,0.3397389221317858,0.7250000000000001,5,15,8,7,1,41
A083_2,A083,72,True,False,0.3157696710151568,0.6027777777777777,5,18,11,18,2,23
A083_3,A083,72,True,False,0.3076362504611722,0.6527777777777776,5,10,21,7,8,26
A083_4,A083,72,True,False,0.29939950333594256,0.6222222222222221,5,13,15,17,5,22
A084_1,A084,72,True,False,0.2553956089244742,0.511111111111111,5,21,15,14,19,3
A084_2,A084,72,True,False,0.22501956096504455,0.35833333333333317,5,41,15,9,4,3
A084_3,A084,72,True,False,0.259875376416477,0.4249999999999999,5,33,14,14,5,6
A084_4,A084,72,True,False,0.22052363348731485,0.4194444444444444,5,29,16,20,5,2
A085_1,A085,72,False,False,0.3796052640500691,0.611111111111111,4,28,8,2,0,34
A085_2,A085,72,False,False,0.3535533905932738,0.7083333333333335,4,18,7,6,0,41
A085_3,A085,72,False,False,0.3919275427270248,0.6361111111111115,4,30,3,1,0,38
A085_4,A085,72,True,False,0.34355227988485904,0.4499999999999999,5,43,5,5,1,18
A086_1,A086,72,True,False,0.3320043931304268,0.713888888888889,5,16,4,12,3,37
A086_2,A086,72,True,False,0.2803418436405358,0.7499999999999999,5,4,16,9,8,35
A086_3,A086,72,True,False,0.2967613395386222,0.5305555555555554,5,21,17,15,4,15
A086_4,A086,72,True,False,0.271306466469275,0.5638888888888891,5,16,12,26,5,13
A087_1,A087,72,True,False,0.31784436305152663,0.7694444444444445,5,10,10,6,1,45
A087_2,A087,72,True,False,0.336743123378058,0.6611111111111106,5,14,18,5,2,33
A087_3,A087,72,True,False,0.358400201207187,0.5666666666666668,5,27,13,4,1,27
A087_4,A087,72,True,False,0.37176355081581086,0.5694444444444445,5,30,10,2,1,29
A088_1,A088,72,True,False,0.34303943845865326,0.675,5,17,11,6,4,34
A088_2,A088,72,True,False,0.30437601323607916,0.7444444444444442,5,9,13,2,13,35
A088_3,A088,72,True,False,0.3039515446104009,0.6527777777777775,5,11,18,8,11,24
A088_4,A088,72,True,False,0.3304925901025257,0.6916666666666669,5,16,7,10,6,33
A089_1,A089,72,True,False,0.32792561849847235,0.725,5,12,12,6,3,39
