UID,domain,Total_Intercept,Total_Slope,intercept_se,slope_se
A045,What,-0.7945415146543879,0.005681515815679787,0.5745652086190226,0.051078758170545885
A046,What,-0.880972731788676,-0.006115328876636909,0.5745652086190226,0.051078758170545885
A047,What,-0.7313274498918549,-0.007733701925122549,0.5745652086190226,0.051078758170545885
A048,What,0.2221197675208032,0.009004628547185988,0.5745652086190226,0.051078758170545885
A049,What,0.41288700290523117,-0.019175804751160694,0.5745652086190226,0.051078758170545885
A050,What,-0.6822067128837462,0.001671345480532807,0.5745652086190226,0.051078758170545885
A051,What,-0.10029759367564398,-0.018888993761914247,0.5745652086190226,0.051078758170545885
A052,What,0.23021153270766034,-0.003021876230011555,0.5745652086190226,0.051078758170545885
A053,What,0.30505077255340496,0.0008562741276665166,0.5745652086190226,0.051078758170545885
A054,What,0.5808445075550003,0.037363860515866314,0.5745652086190226,0.051078758170545885
A055,What,0.07233845249763263,0.013980797228837301,0.5745652086190226,0.051078758170545885
A056,What,-0.06102276393884421,0.0010677331026589945,0.5745652086190226,0.051078758170545885
A057,What,-0.23596926440329902,-0.004449797514560629,0.5745652086190226,0.051078758170545885
A058,What,-0.18829327767579856,-0.01411406899961546,0.5745652086190226,0.051078758170545885
A059,What,0.7569819156827474,0.020603147888137333,0.5745652086190226,0.051078758170545885
A060,What,0.22005324418388253,0.021541673572268095,0.5745652086190226,0.051078758170545885
A061,What,0.7782702422567198,-0.02618678784526532,0.5745652086190226,0.051078758170545885
A062,What,0.15017350948665892,-0.016152118047749617,0.5745652086190226,0.051078758170545885
A063,What,0.1952258876987252,3.806966896613406e-05,0.5745652086190226,0.051078758170545885
A064,What,0.40857732853162454,0.006076173302301046,0.5745652086190226,0.051078758170545885
A065,What,-1.5311618304804715,0.002558892433147773,0.5745652086190226,0.051078758170545885
A066,What,-0.29852317163641506,-0.018076203644810565,0.5745652086190226,0.051078758170545885
A067,What,-0.4853354541025246,-0.029389534911062047,0.5745652086190226,0.051078758170545885
A068,What,0.3661504367686794,-0.011437197854368902,0.5745652086190226,0.051078758170545885
A069,What,-0.7105007904504098,0.0016322828459913602,0.5745652086190226,0.051078758170545885
A070,What,-0.046451068429754556,-0.002268043196504861,0.5745652086190226,0.051078758170545885
A071,What,0.07981038201989236,-0.0035554387005718615,0.5745652086190226,0.051078758170545885
A072,What,-0.021976219468248098,-0.011764788880084174,0.5745652086190226,0.051078758170545885
A073,What,0.09780103656341459,0.011368724972937854,0.5745652086190226,0.051078758170545885
A074,What,-0.357016841465316,-0.027844956542634934,0.5745652086190226,0.051078758170545885
A075,What,-0.27781908296631375,-0.00483033082514409,0.5745652086190226,0.051078758170545885
A076,What,-0.8816977628462924,-0.020229152340923356,0.5745652086190226,0.051078758170545885
A077,What,0.4211985246321452,0.004570143928468904,0.5745652086190226,0.051078758170545885
A078,What,-0.2690127426660972,0.002157327314824567,0.5745652086190226,0.051078758170545885
A079,What,-0.3952567432197078,-0.0006685032504662403,0.5745652086190226,0.051078758170545885
A080,What,0.07204297099925527,0.004007436143594868,0.5745652086190226,0.051078758170545885
A081,What,0.13470775704275564,0.02072916612099444,0.5745652086190226,0.051078758170545885
A082,What,0.39182189231702685,0.013369008008666536,0.5745652086190226,0.051078758170545885
A083,What,0.4195229270872653,-0.017177711209664485,0.5745652086190226,0.051078758170545885
A084,What,-0.2270574486887442,0.009521058465543273,0.5745652086190226,0.051078758170545885
A085,What,0.15422650649447328,0.00964298418060968,0.5745652086190226,0.051078758170545885
A086,What,-0.312074302083198,-0.014034484902140973,0.5745652086190226,0.051078758170545885
A087,What,0.4705653691899322,0.004150318446851329,0.5745652086190226,0.051078758170545885
A088,What,1.03945753772436,0.01836275536375819,0.5745652086190226,0.051078758170545885
A089,What,0.5456098523878228,0.0006640142207395026,0.5745652086190226,0.051078758170545885
A090,What,-0.5841384487596141,-0.025979580355714883,0.5745652086190226,0.051078758170545885
A091,What,-0.17093175634454189,-0.006202001590304713,0.5745652086190226,0.051078758170545885
A092,What,-0.6158474182801154,0.00033481432827790487,0.5745652086190226,0.051078758170545885
A093,What,0.3408304693920873,0.028897138409176584,0.5745652086190226,0.051078758170545885
A094,What,-0.6132568716974978,-0.002536077971854309,0.5745652086190226,0.051078758170545885
A095,What,0.1292982527350868,-0.02057339846289562,0.5745652086190226,0.051078758170545885
A096,What,-1.148985212749125,-0.01624370982338577,0.5745652086190226,0.051078758170545885
A097,What,0.04013739496751827,0.020621611662286328,0.5745652086190226,0.051078758170545885
A098,What,0.32964736199160394,0.016764847660852886,0.5745652086190226,0.051078758170545885
A099,What,0.24484114687273426,-0.0008707389845383697,0.5745652086190226,0.051078758170545885
A100,What,0.2167861685035336,0.02484812385923079,0.5745652086190226,0.051078758170545885
A101,What,-0.9792014168599213,0.004633645824028238,0.5745652086190226,0.051078758170545885
A102,What,-0.02576699017615314,0.017813999355482838,0.5745652086190226,0.051078758170545885
A103,What,-0.2426878258201464,-0.03814676152840886,0.5745652086190226,0.051078758170545885
A104,What,0.17378247855117093,-0.037653505544851903,0.5745652086190226,0.051078758170545885
A105,What,0.17325560117320465,0.006955901242054292,0.5745652086190226,0.051078758170545885
A106,What,0.6061297833467345,0.011032358376390538,0.5745652086190226,0.051078758170545885
A107,What,-0.8872399796743984,0.0009500691129577135,0.5745652086190226,0.051078758170545885
A108,What,-0.7742220571309764,0.004613411738077897,0.5745652086190226,0.051078758170545885
A109,What,-0.5608874148862397,0.0007653493065480643,0.5745652086190226,0.051078758170545885
A010,Where,0.7781370284664545,-0.03527867411183183,0.6518118382099217,0.06012481247613664
A011,Where,0.03565417377108974,-0.011170620912452345,0.6518118382099217,0.06012481247613664
A012,Where,0.36048495397399244,0.0003187783686122595,0.6518118382099217,0.06012481247613664
A013,Where,-0.26565650845260674,0.02148321669955162,0.6518118382099217,0.06012481247613664
A014,Where,0.4274490171324735,-0.007782271243272147,0.6518118382099217,0.06012481247613664
A015,Where,1.22755892237969,0.0018903690690819618,0.6518118382099217,0.06012481247613664
A016,Where,0.28224888959803773,-0.027559487632600445,0.6518118382099217,0.06012481247613664
A017,Where,0.08596146196650728,0.02273657750495781,0.6518118382099217,0.06012481247613664
A018,Where,-0.12961506164448616,0.010524851058574739,0.6518118382099217,0.06012481247613664
A019,Where,-1.1160536315220702,0.007305566610861231,0.6518118382099217,0.06012481247613664
A020,Where,-0.6692179888935954,-0.010860042211658505,0.6518118382099217,0.06012481247613664
A021,Where,0.5704555682037517,0.0069793627345475446,0.6518118382099217,0.06012481247613664
A022,Where,-0.01927805678668944,0.026641132516513864,0.6518118382099217,0.06012481247613664
A023,Where,0.04554647710840433,0.003743019955081882,0.6518118382099217,0.06012481247613664
A024,Where,-0.043374258162450885,0.004051344941425108,0.6518118382099217,0.06012481247613664
A025,Where,0.4542170450766722,-0.018622973560451454,0.6518118382099217,0.06012481247613664
A026,Where,0.32160402570417373,0.0002473894465194303,0.6518118382099217,0.06012481247613664
A027,Where,0.0010972677341805409,-0.014128990712033773,0.6518118382099217,0.06012481247613664
A028,Where,0.10986990594882973,-0.03174806606727207,0.6518118382099217,0.06012481247613664
A029,Where,0.9117386669929015,-0.0006930641352721177,0.6518118382099217,0.06012481247613664
A030,Where,0.2734198694238033,0.028280724264708634,0.6518118382099217,0.06012481247613664
A031,Where,0.47674471834733656,-0.04418475027071111,0.6518118382099217,0.06012481247613664
A032,Where,0.4733372521257488,0.030134902205632298,0.6518118382099217,0.06012481247613664
A033,Where,0.10428653378073939,0.017501192432937077,0.6518118382099217,0.06012481247613664
A034,Where,0.5649163659228384,-0.022927115893838716,0.6518118382099217,0.06012481247613664
A035,Where,-0.2151882315952429,0.014580434698508924,0.6518118382099217,0.06012481247613664
A036,Where,-0.05239247870570484,-0.028274440425185825,0.6518118382099217,0.06012481247613664
A037,Where,0.555562240942973,-0.011031829853053574,0.6518118382099217,0.06012481247613664
A038,Where,0.3872433077144668,-0.0017063520799367694,0.6518118382099217,0.06012481247613664
A039,Where,1.1183255920251653,-0.016581879209645885,0.6518118382099217,0.06012481247613664
A040,Where,-0.7665246552632078,0.0024353290421998074,0.6518118382099217,0.06012481247613664
A041,Where,0.1073270068755284,-0.00395655417065123,0.6518118382099217,0.06012481247613664
A042,Where,-0.8590553164117605,0.033827408146689796,0.6518118382099217,0.06012481247613664
A043,Where,0.38783009264903134,-0.00617554556138895,0.6518118382099217,0.06012481247613664
A044,Where,-0.6978404396936594,-0.0075917445533781585,0.6518118382099217,0.06012481247613664
A045,Where,-1.0261894274865124,0.02672983558940457,0.6518118382099217,0.06012481247613664
A046,Where,-1.034044822488741,0.02536175720821532,0.6518118382099217,0.06012481247613664
A047,Where,-0.887021197641827,0.017204784547527423,0.6518118382099217,0.06012481247613664
A048,Where,0.26969352440977823,-0.011183977419654254,0.6518118382099217,0.06012481247613664
A049,Where,0.5175956416876712,-0.021920488289884386,0.6518118382099217,0.06012481247613664
A050,Where,-0.6311317412945536,0.01253151853078928,0.6518118382099217,0.06012481247613664
A051,Where,0.14849031448002425,-0.03334554808733488,0.6518118382099217,0.06012481247613664
A052,Where,-0.1610689853537936,0.007465076659736396,0.6518118382099217,0.06012481247613664
A053,Where,0.398524466562762,-0.0149697665291706,0.6518118382099217,0.06012481247613664
A054,Where,0.6715966976678849,0.04331670553439104,0.6518118382099217,0.06012481247613664
A055,Where,0.03931285959876294,0.004951473443158093,0.6518118382099217,0.06012481247613664
A056,Where,-0.0918803621499851,-0.006145197029379222,0.6518118382099217,0.06012481247613664
A057,Where,-0.4067830057586254,-0.008410851856463087,0.6518118382099217,0.06012481247613664
A058,Where,-0.13145876238133697,-0.01635119451384155,0.6518118382099217,0.06012481247613664
A059,Where,0.6971509378608761,0.023412191546531326,0.6518118382099217,0.06012481247613664
A060,Where,-0.009827002486694636,0.02579028044271368,0.6518118382099217,0.06012481247613664
A061,Where,0.855194336944429,-0.04280984448011596,0.6518118382099217,0.06012481247613664
A062,Where,0.24729910561760518,-0.028932222165339992,0.6518118382099217,0.06012481247613664
A063,Where,0.2694643777639721,-0.006547170831754217,0.6518118382099217,0.06012481247613664
A064,Where,0.14380915470177036,0.0018773320898751202,0.6518118382099217,0.06012481247613664
A065,Where,-1.6214049451684336,0.03458203605656387,0.6518118382099217,0.06012481247613664
A066,Where,-0.4339422962450526,-0.01215881089357914,0.6518118382099217,0.06012481247613664
A067,Where,-0.6623601132197421,-0.01936536285812717,0.6518118382099217,0.06012481247613664
A068,Where,0.3183734900521884,-0.006122451783691335,0.6518118382099217,0.06012481247613664
A069,Where,-1.1321795554563263,0.0238535322521492,0.6518118382099217,0.06012481247613664
A070,Where,-0.15359473666998624,-0.015617316291424599,0.6518118382099217,0.06012481247613664
A071,Where,0.2369743961447343,-0.00890179578345975,0.6518118382099217,0.06012481247613664
A072,Where,0.13499666122665066,-0.008067419206741203,0.6518118382099217,0.06012481247613664
A073,Where,0.32714718795573544,0.015021443688997186,0.6518118382099217,0.06012481247613664
A074,Where,0.0034545012354502717,-0.023625462258653453,0.6518118382099217,0.06012481247613664
A075,Where,-0.08768391402999512,-0.013281526703832014,0.6518118382099217,0.06012481247613664
A076,Where,-0.9185987642358977,-0.0018698434136787544,0.6518118382099217,0.06012481247613664
A077,Where,0.31185142384149533,0.006691600456646783,0.6518118382099217,0.06012481247613664
A078,Where,-0.43386849284742,-0.002241476887282574,0.6518118382099217,0.06012481247613664
A079,Where,-0.3145632830172983,-0.008682938331291305,0.6518118382099217,0.06012481247613664
A080,Where,0.07269929110076558,0.008672047881146706,0.6518118382099217,0.06012481247613664
A081,Where,0.2535778970412368,0.028070630182718645,0.6518118382099217,0.06012481247613664
A082,Where,0.3201506324331999,0.016594681308749894,0.6518118382099217,0.06012481247613664
A083,Where,0.7845379390616991,-0.024064917005485905,0.6518118382099217,0.06012481247613664
A084,Where,0.02103110800741257,0.012671933669612919,0.6518118382099217,0.06012481247613664
A085,Where,0.20899297379843643,0.010160762229041538,0.6518118382099217,0.06012481247613664
A086,Where,-0.17848844495580166,-0.02618477353737825,0.6518118382099217,0.06012481247613664
A087,Where,0.4991141207130023,-0.008142255804236762,0.6518118382099217,0.06012481247613664
A088,Where,1.3154811411551788,-0.015369581481580265,0.6518118382099217,0.06012481247613664
A089,Where,0.7220459323323314,-0.0077711225720044136,0.6518118382099217,0.06012481247613664
A090,Where,-0.500115186193844,-0.0025040084835225174,0.6518118382099217,0.06012481247613664
A091,Where,-0.25829855809418145,-0.01473053582913183,0.6518118382099217,0.06012481247613664
A092,Where,-0.5847959231778678,0.009856732725587191,0.6518118382099217,0.06012481247613664
A093,Where,0.23311611655591147,0.02595096832495732,0.6518118382099217,0.06012481247613664
A094,Where,-0.8058246652482216,0.015654878389956377,0.6518118382099217,0.06012481247613664
A095,Where,0.04015200702699668,-0.03190507106557096,0.6518118382099217,0.06012481247613664
A096,Where,-1.0109373515310085,0.0025901937321288135,0.6518118382099217,0.06012481247613664
A097,Where,-0.038654042975124675,0.03316991058785774,0.6518118382099217,0.06012481247613664
A098,Where,0.3226473284114164,0.004231931945591396,0.6518118382099217,0.06012481247613664
A099,Where,0.6232448709194512,0.009465290158450247,0.6518118382099217,0.06012481247613664
A100,Where,0.05869071316972188,0.03434911283950262,0.6518118382099217,0.06012481247613664
A101,Where,-0.9534384058304248,0.025194034157556507,0.6518118382099217,0.06012481247613664
A102,Where,-0.058527200237408296,0.01168905417973419,0.6518118382099217,0.06012481247613664
A103,Where,-0.29186213872371286,-0.04408228141896289,0.6518118382099217,0.06012481247613664
A104,Where,0.19520871202446652,-0.04422111783906409,0.6518118382099217,0.06012481247613664
A105,Where,0.19986475902168577,0.009888358681637793,0.6518118382099217,0.06012481247613664
A106,Where,0.5097131101014091,0.011760173258529901,0.6518118382099217,0.06012481247613664
A107,Where,-1.0973531120986784,0.02050022204537524,0.6518118382099217,0.06012481247613664
A108,Where,-0.6438629721682888,0.02274522955078877,0.6518118382099217,0.06012481247613664
A109,Where,-0.6382580781926674,0.015113419664244749,0.6518118382099217,0.06012481247613664
