UID,TEST,item_id,domain,TQ_accuracy,TC_confidence,HCE
A010,1,ICR-N-i1,What,1,1.0,0
A010,1,IFR-N-i3,What,1,1.0,0
A010,1,IRE-O-i6,When,0,0.4,0
A010,1,IFR-U-i5,Where,1,1.0,0
A010,1,ICR-N-i2,What,1,0.8,0
A010,1,IFR-D-i5,Where,1,1.0,0
A010,1,ICR-D-i4,Where,1,0.4,0
A010,1,IRE-N-i2,What,1,1.0,0
A010,1,IRE-D-i5,Where,1,1.0,0
A010,1,RRE-L-DOOR,Where,0,0.6,0
A010,1,IFR-N-i6,What,0,0.2,0
A010,1,IRE-D-i1,Where,1,0.6,0
A010,1,RFR-N-OBJ2,What,1,1.0,0
A010,1,IRE-D-i4,Where,1,0.6,0
A010,1,IRE-U-i1,Where,1,1.0,0
A010,1,IRE-D-i6,Where,1,0.4,0
A010,1,ICR-U-i3,Where,1,1.0,0
A010,1,RFR-N-WEAT,What,1,1.0,0
A010,1,RFR-L-STRA,Where,1,1.0,0
A010,1,TCR-O-TSK3,When,0,0.4,0
A010,1,ICR-O-i6,When,0,0.2,0
A010,1,RFR-O-RORD,When,1,1.0,0
A010,1,RFR-L-OBJ1,Where,1,1.0,0
A010,1,IRE-N-i3,What,1,1.0,0
A010,1,ICR-U-i5,Where,1,1.0,0
A010,1,ICR-D-i2,Where,1,0.4,0
A010,1,ICR-O-i2,When,1,0.4,0
A010,1,ICR-N-i4,What,1,1.0,0
A010,1,IFR-D-i6,Where,0,0.2,0
A010,1,ICR-O-i3,When,1,1.0,0
A010,1,IRE-U-i2,Where,1,0.6,0
A010,1,IFR-O-i3,When,1,1.0,0
A010,1,ICR-U-i2,Where,1,0.8,0
A010,1,TCR-O-TSK6,When,1,1.0,0
A010,1,IFR-U-i2,Where,1,0.4,0
A010,1,RFR-L-OBJ3,Where,1,1.0,0
A010,1,IFR-O-i1,When,0,0.4,0
A010,1,IRE-O-i2,When,1,0.6,0
A010,1,IRE-U-i4,Where,1,1.0,0
A010,1,IFR-U-i6,Where,0,0.2,0
A010,1,IFR-O-i2,When,1,0.2,0
A010,1,ICR-U-i4,Where,1,1.0,0
A010,1,IFR-N-i1,What,1,1.0,0
A010,1,ICR-N-i3,What,1,1.0,0
A010,1,RFR-L-OBJ4,Where,1,1.0,0
A010,1,RRE-N-PORT,What,1,1.0,0
A010,1,IRE-N-i4,What,1,1.0,0
A010,1,RFR-L-OBJ2,Where,1,1.0,0
A010,1,IFR-U-i4,Where,1,1.0,0
A010,1,RFR-N-PORT,What,1,1.0,0
A010,1,RFR-N-OBJ3,What,1,1.0,0
A010,1,TCR-O-TSK2,When,0,0.4,0
A010,1,IFR-N-i5,What,1,1.0,0
A010,1,RFR-N-LAND,What,1,1.0,0
A010,1,IRE-O-i5,When,1,0.6,0
A010,1,RRE-L-STRA,Where,1,1.0,0
A010,1,IRE-N-i1,What,1,1.0,0
A010,1,IRE-N-i6,What,1,1.0,0
A010,1,RFR-L-PORT,Where,1,0.6,0
A010,1,TCR-O-TSK4,When,0,0.4,0
A010,1,IFR-D-i1,Where,1,0.4,0
A010,2,TCR-O-TSK1,When,0,0.4,0
A010,2,RFR-N-OBJ1,What,1,0.8,0
A010,2,ICR-D-i6,Where,1,0.8,0
A010,2,IRE-U-i6,Where,0,0.4,0
A010,2,IRE-O-i1,When,1,0.4,0
A010,2,ICR-D-i5,Where,1,0.6,0
A010,2,RFR-L-LAND,Where,0,0.2,0
A010,2,RRE-N-STRA,What,1,0.8,0
A010,2,RFR-N-STRA,What,1,1.0,0
A010,2,IFR-N-i4,What,1,1.0,0
A010,2,ICR-N-i5,What,1,0.8,0
A010,2,IRE-D-i2,Where,0,0.4,0
A010,2,RRE-L-LAND,Where,0,0.4,0
A010,2,IRE-O-i4,When,1,0.4,0
A010,2,IFR-U-i1,Where,1,0.8,0
A010,2,IFR-O-i6,When,1,0.2,0
A010,2,IRE-N-i5,What,1,1.0,0
A010,2,IFR-N-i2,What,0,0.2,0
A010,2,RRE-L-PORT,Where,1,0.4,0
A010,2,IRE-O-i3,When,1,0.4,0
A010,2,ICR-O-i5,When,0,0.4,0
A010,2,RRE-N-LAND,What,1,1.0,0
A010,2,RFR-O-TMOD,When,0,0.8,1
A010,2,ICR-O-i4,When,1,0.4,0
A010,2,TCR-O-TSK5,When,1,0.4,0
A010,2,ICR-U-i6,Where,0,0.4,0
A010,2,RFR-L-DOOR,Where,0,0.4,0
A010,2,ICR-U-i1,Where,1,1.0,0
A010,2,ICR-O-i1,When,0,0.4,0
A010,2,IFR-D-i4,Where,0,0.2,0
A010,2,RFR-L-WIND,Where,0,0.4,0
A010,2,IRE-U-i3,Where,1,1.0,0
A010,2,RFR-N-OBJ4,What,1,0.8,0
A010,2,ICR-D-i3,Where,1,0.8,0
A010,2,ICR-N-i6,What,1,1.0,0
A010,2,IFR-O-i4,When,0,0.2,0
A010,2,IFR-D-i2,Where,0,0.4,0
A010,2,IFR-U-i3,Where,0,0.6,0
A010,2,ICR-D-i1,Where,1,1.0,0
A010,2,IFR-O-i5,When,0,0.2,0
A010,2,IRE-D-i3,Where,1,0.8,0
A010,2,IFR-D-i3,Where,0,0.4,0
A010,2,IRE-U-i5,Where,0,0.4,0
A010,2,RRE-L-WIND,Where,1,0.4,0
A010,2,ICR-N-i1,What,1,1.0,0
A010,2,IFR-N-i3,What,0,0.6,0
A010,2,IRE-O-i6,When,0,0.4,0
A010,2,IFR-U-i5,Where,1,0.2,0
A010,2,ICR-N-i2,What,1,1.0,0
A010,2,IFR-D-i5,Where,0,0.2,0
A010,2,ICR-D-i4,Where,0,0.4,0
A010,2,IRE-N-i2,What,1,1.0,0
A010,2,IRE-D-i5,Where,1,0.6,0
A010,2,RRE-L-DOOR,Where,1,0.4,0
A010,2,IFR-N-i6,What,0,0.2,0
A010,2,IRE-D-i1,Where,1,1.0,0
A010,2,RFR-N-OBJ2,What,1,0.8,0
A010,2,IRE-D-i4,Where,0,0.4,0
A010,2,IRE-U-i1,Where,1,1.0,0
A010,2,IRE-D-i6,Where,1,1.0,0
A010,2,ICR-U-i3,Where,1,1.0,0
A010,2,RFR-N-WEAT,What,1,0.8,0
A010,2,RFR-L-STRA,Where,1,1.0,0
A010,2,TCR-O-TSK3,When,0,0.4,0
A010,2,ICR-O-i6,When,0,0.2,0
A010,2,RFR-O-RORD,When,1,0.8,0
A010,2,RFR-L-OBJ1,Where,1,1.0,0
A010,2,IRE-N-i3,What,1,1.0,0
A010,2,ICR-U-i5,Where,1,0.6,0
A010,2,ICR-D-i2,Where,0,0.6,0
A010,2,ICR-O-i2,When,0,0.4,0
A010,2,ICR-N-i4,What,1,1.0,0
A010,2,IFR-D-i6,Where,0,0.2,0
A010,2,ICR-O-i3,When,0,0.4,0
A010,2,IRE-U-i2,Where,0,0.4,0
A010,2,IFR-O-i3,When,0,0.2,0
A010,2,ICR-U-i2,Where,0,0.6,0
A010,2,TCR-O-TSK6,When,1,1.0,0
A010,2,IFR-U-i2,Where,0,1.0,1
A010,2,RFR-L-OBJ3,Where,1,1.0,0
A010,2,IFR-O-i1,When,0,0.4,0
A010,2,IRE-O-i2,When,0,0.2,0
A010,2,IRE-U-i4,Where,1,1.0,0
A010,2,IFR-U-i6,Where,0,0.2,0
A010,2,IFR-O-i2,When,0,0.4,0
A010,2,ICR-U-i4,Where,1,1.0,0
A010,2,IFR-N-i1,What,1,1.0,0
A010,2,ICR-N-i3,What,1,1.0,0
A010,2,RFR-L-OBJ4,Where,1,0.8,0
A010,2,RRE-N-PORT,What,1,1.0,0
A010,2,IRE-N-i4,What,1,1.0,0
A010,2,RFR-L-OBJ2,Where,1,1.0,0
A010,2,IFR-U-i4,Where,1,0.2,0
A010,2,RFR-N-PORT,What,1,1.0,0
A010,2,RFR-N-OBJ3,What,1,0.6,0
A010,2,TCR-O-TSK2,When,1,0.4,0
A010,2,IFR-N-i5,What,0,0.2,0
A010,2,RFR-N-LAND,What,1,1.0,0
A010,2,IRE-O-i5,When,0,0.4,0
A010,2,RRE-L-STRA,Where,1,1.0,0
A010,2,IRE-N-i1,What,1,1.0,0
A010,2,IRE-N-i6,What,1,1.0,0
A010,2,RFR-L-PORT,Where,1,0.4,0
A010,2,TCR-O-TSK4,When,0,0.4,0
A010,2,IFR-D-i1,Where,1,1.0,0
A010,3,TCR-O-TSK1,When,0,0.4,0
A010,3,RFR-N-OBJ1,What,1,1.0,0
A010,3,ICR-D-i6,Where,0,0.4,0
A010,3,IRE-U-i6,Where,1,0.6,0
A010,3,IRE-O-i1,When,0,0.2,0
A010,3,ICR-D-i5,Where,0,0.4,0
A010,3,RFR-L-LAND,Where,0,0.2,0
A010,3,RRE-N-STRA,What,1,0.6,0
A010,3,RFR-N-STRA,What,1,1.0,0
A010,3,IFR-N-i4,What,1,1.0,0
A010,3,ICR-N-i5,What,1,1.0,0
A010,3,IRE-D-i2,Where,0,0.4,0
A010,3,RRE-L-LAND,Where,0,0.4,0
A010,3,IRE-O-i4,When,0,0.2,0
A010,3,IFR-U-i1,Where,1,1.0,0
A010,3,IFR-O-i6,When,0,0.2,0
A010,3,IRE-N-i5,What,1,1.0,0
A010,3,IFR-N-i2,What,0,0.2,0
A010,3,RRE-L-PORT,Where,1,0.4,0
A010,3,IRE-O-i3,When,0,0.2,0
A010,3,ICR-O-i5,When,0,0.2,0
A010,3,RRE-N-LAND,What,1,1.0,0
A010,3,RFR-O-TMOD,When,1,0.8,0
A010,3,ICR-O-i4,When,1,0.2,0
A010,3,TCR-O-TSK5,When,0,0.4,0
A010,3,ICR-U-i6,Where,1,0.8,0
A010,3,RFR-L-DOOR,Where,0,0.4,0
A010,3,ICR-U-i1,Where,0,0.4,0
A010,3,ICR-O-i1,When,0,0.2,0
A010,3,IFR-D-i4,Where,1,0.2,0
A010,3,RFR-L-WIND,Where,0,0.4,0
A010,3,IRE-U-i3,Where,1,0.4,0
A010,3,RFR-N-OBJ4,What,1,1.0,0
A010,3,ICR-D-i3,Where,0,0.2,0
A010,3,ICR-N-i6,What,1,0.8,0
A010,3,IFR-O-i4,When,0,0.2,0
A010,3,IFR-D-i2,Where,0,0.2,0
A010,3,IFR-U-i3,Where,1,0.2,0
A010,3,ICR-D-i1,Where,0,0.2,0
A010,3,IFR-O-i5,When,0,0.2,0
A010,3,IRE-D-i3,Where,0,0.4,0
A010,3,IFR-D-i3,Where,0,0.2,0
A010,3,IRE-U-i5,Where,0,0.4,0
A010,3,RRE-L-WIND,Where,0,0.4,0
A010,3,ICR-N-i1,What,1,1.0,0
A010,3,IFR-N-i3,What,0,0.4,0
A010,3,IRE-O-i6,When,0,0.2,0
A010,3,IFR-U-i5,Where,0,0.2,0
A010,3,ICR-N-i2,What,1,1.0,0
A010,3,IFR-D-i5,Where,0,0.2,0
A010,3,ICR-D-i4,Where,1,0.8,0
A010,3,IRE-N-i2,What,1,1.0,0
A010,3,IRE-D-i5,Where,0,0.4,0
A010,3,RRE-L-DOOR,Where,0,0.4,0
A010,3,IFR-N-i6,What,0,0.2,0
A010,3,IRE-D-i1,Where,0,0.2,0
A010,3,RFR-N-OBJ2,What,1,1.0,0
A010,3,IRE-D-i4,Where,1,1.0,0
A010,3,IRE-U-i1,Where,0,0.4,0
A010,3,IRE-D-i6,Where,0,0.4,0
A010,3,ICR-U-i3,Where,0,0.2,0
A010,3,RFR-N-WEAT,What,1,0.8,0
A010,3,RFR-L-STRA,Where,1,1.0,0
A010,3,TCR-O-TSK3,When,1,0.4,0
A010,3,ICR-O-i6,When,0,0.2,0
A010,3,RFR-O-RORD,When,1,1.0,0
A010,3,RFR-L-OBJ1,Where,1,1.0,0
A010,3,IRE-N-i3,What,1,1.0,0
A010,3,ICR-U-i5,Where,0,0.4,0
A010,3,ICR-D-i2,Where,0,0.4,0
A010,3,ICR-O-i2,When,1,0.2,0
A010,3,ICR-N-i4,What,1,1.0,0
A010,3,IFR-D-i6,Where,0,0.2,0
A010,3,ICR-O-i3,When,0,0.2,0
A010,3,IRE-U-i2,Where,1,1.0,0
A010,3,IFR-O-i3,When,0,0.2,0
A010,3,ICR-U-i2,Where,1,0.8,0
A010,3,TCR-O-TSK6,When,1,1.0,0
A010,3,IFR-U-i2,Where,0,0.2,0
A010,3,RFR-L-OBJ3,Where,1,1.0,0
A010,3,IFR-O-i1,When,0,0.2,0
A010,3,IRE-O-i2,When,1,0.2,0
A010,3,IRE-U-i4,Where,1,1.0,0
A010,3,IFR-U-i6,Where,1,0.2,0
A010,3,IFR-O-i2,When,1,0.2,0
A010,3,ICR-U-i4,Where,1,1.0,0
A010,3,IFR-N-i1,What,0,0.2,0
A010,3,ICR-N-i3,What,1,1.0,0
A010,3,RFR-L-OBJ4,Where,1,1.0,0
A010,3,RRE-N-PORT,What,1,0.8,0
A010,3,IRE-N-i4,What,1,1.0,0
A010,3,RFR-L-OBJ2,Where,1,1.0,0
A010,3,IFR-U-i4,Where,1,0.2,0
A010,3,RFR-N-PORT,What,1,0.8,0
A010,3,RFR-N-OBJ3,What,1,1.0,0
A010,3,TCR-O-TSK2,When,1,0.4,0
A010,3,IFR-N-i5,What,0,0.2,0
A010,3,RFR-N-LAND,What,1,0.8,0
A010,3,IRE-O-i5,When,0,0.2,0
A010,3,RRE-L-STRA,Where,1,1.0,0
A010,3,IRE-N-i1,What,1,1.0,0
A010,3,IRE-N-i6,What,1,1.0,0
A010,3,RFR-L-PORT,Where,1,0.4,0
A010,3,TCR-O-TSK4,When,1,0.4,0
A010,3,IFR-D-i1,Where,0,1.0,1
A010,4,TCR-O-TSK1,When,0,0.4,0
A010,4,RFR-N-OBJ1,What,1,1.0,0
A010,4,ICR-D-i6,Where,0,0.2,0
A010,4,IRE-U-i6,Where,1,1.0,0
A010,4,IRE-O-i1,When,1,0.2,0
A010,4,ICR-D-i5,Where,0,0.4,0
A010,4,RFR-L-LAND,Where,0,0.4,0
A010,4,RRE-N-STRA,What,1,1.0,0
A010,4,RFR-N-STRA,What,1,1.0,0
A010,4,IFR-N-i4,What,0,0.2,0
A010,4,ICR-N-i5,What,1,1.0,0
A010,4,IRE-D-i2,Where,0,0.4,0
A010,4,RRE-L-LAND,Where,0,0.4,0
A010,4,IRE-O-i4,When,0,0.2,0
A010,4,IFR-U-i1,Where,0,1.0,1
A010,4,IFR-O-i6,When,0,0.2,0
A010,4,IRE-N-i5,What,1,0.8,0
A010,4,IFR-N-i2,What,1,1.0,0
A010,4,RRE-L-PORT,Where,0,0.4,0
A010,4,IRE-O-i3,When,1,0.4,0
A010,4,ICR-O-i5,When,0,0.2,0
A010,4,RRE-N-LAND,What,1,1.0,0
A010,4,RFR-O-TMOD,When,1,0.6,0
A010,4,ICR-O-i4,When,1,0.2,0
A010,4,TCR-O-TSK5,When,1,0.4,0
A010,4,ICR-U-i6,Where,1,1.0,0
A010,4,RFR-L-DOOR,Where,1,0.6,0
A010,4,ICR-U-i1,Where,0,0.2,0
A010,4,ICR-O-i1,When,0,0.2,0
A010,4,IFR-D-i4,Where,0,0.2,0
A010,4,RFR-L-WIND,Where,1,0.4,0
A010,4,IRE-U-i3,Where,1,1.0,0
A010,4,RFR-N-OBJ4,What,1,0.6,0
A010,4,ICR-D-i3,Where,0,0.4,0
A010,4,ICR-N-i6,What,1,1.0,0
A010,4,IFR-O-i4,When,0,0.2,0
A010,4,IFR-D-i2,Where,0,0.2,0
A010,4,IFR-U-i3,Where,1,0.8,0
A010,4,ICR-D-i1,Where,0,0.2,0
A010,4,IFR-O-i5,When,0,0.2,0
A010,4,IRE-D-i3,Where,0,0.4,0
A010,4,IFR-D-i3,Where,0,0.4,0
A010,4,IRE-U-i5,Where,1,0.8,0
A010,4,RRE-L-WIND,Where,1,0.4,0
A010,4,ICR-N-i1,What,1,1.0,0
A010,4,IFR-N-i3,What,1,0.8,0
A010,4,IRE-O-i6,When,1,0.4,0
A010,4,IFR-U-i5,Where,1,0.2,0
A010,4,ICR-N-i2,What,1,1.0,0
A010,4,IFR-D-i5,Where,0,0.2,0
A010,4,ICR-D-i4,Where,0,0.2,0
A010,4,IRE-N-i2,What,1,1.0,0
A010,4,IRE-D-i5,Where,0,0.4,0
A010,4,RRE-L-DOOR,Where,1,0.4,0
A010,4,IFR-N-i6,What,1,1.0,0
A010,4,IRE-D-i1,Where,0,0.2,0
A010,4,RFR-N-OBJ2,What,1,0.4,0
A010,4,IRE-D-i4,Where,0,0.4,0
A010,4,IRE-U-i1,Where,1,0.4,0
A010,4,IRE-D-i6,Where,1,0.6,0
A010,4,ICR-U-i3,Where,1,1.0,0
A010,4,RFR-N-WEAT,What,1,0.6,0
A010,4,RFR-L-STRA,Where,1,1.0,0
A010,4,TCR-O-TSK3,When,1,0.4,0
A010,4,ICR-O-i6,When,1,0.2,0
A010,4,RFR-O-RORD,When,1,1.0,0
A010,4,RFR-L-OBJ1,Where,1,1.0,0
A010,4,IRE-N-i3,What,1,0.8,0
A010,4,ICR-U-i5,Where,1,0.8,0
A010,4,ICR-D-i2,Where,0,0.2,0
A010,4,ICR-O-i2,When,1,0.2,0
A010,4,ICR-N-i4,What,1,0.6,0
A010,4,IFR-D-i6,Where,0,0.2,0
A010,4,ICR-O-i3,When,1,0.2,0
A010,4,IRE-U-i2,Where,1,1.0,0
A010,4,IFR-O-i3,When,0,0.2,0
A010,4,ICR-U-i2,Where,1,1.0,0
A010,4,TCR-O-TSK6,When,1,1.0,0
A010,4,IFR-U-i2,Where,1,0.8,0
A010,4,RFR-L-OBJ3,Where,1,1.0,0
A010,4,IFR-O-i1,When,1,0.2,0
A010,4,IRE-O-i2,When,0,0.4,0
A010,4,IRE-U-i4,Where,0,0.4,0
A010,4,IFR-U-i6,Where,1,0.2,0
A010,4,IFR-O-i2,When,0,0.2,0
A010,4,ICR-U-i4,Where,1,0.2,0
A010,4,IFR-N-i1,What,0,0.2,0
A010,4,ICR-N-i3,What,1,1.0,0
A010,4,RFR-L-OBJ4,Where,1,1.0,0
A010,4,RRE-N-PORT,What,1,0.6,0
A010,4,IRE-N-i4,What,1,0.8,0
A010,4,RFR-L-OBJ2,Where,1,1.0,0
A010,4,IFR-U-i4,Where,0,1.0,1
A010,4,RFR-N-PORT,What,1,1.0,0
A010,4,RFR-N-OBJ3,What,1,1.0,0
A010,4,TCR-O-TSK2,When,1,0.4,0
A010,4,IFR-N-i5,What,1,0.8,0
A010,4,RFR-N-LAND,What,1,1.0,0
A010,4,IRE-O-i5,When,0,0.2,0
A010,4,RRE-L-STRA,Where,1,1.0,0
A010,4,IRE-N-i1,What,1,1.0,0
A010,4,IRE-N-i6,What,1,0.8,0
A010,4,RFR-L-PORT,Where,1,0.4,0
A010,4,TCR-O-TSK4,When,0,0.4,0
A010,4,IFR-D-i1,Where,0,0.2,0
A011,1,TCR-O-TSK1,When,1,1.0,0
A011,1,RFR-N-OBJ1,What,1,1.0,0
A011,1,ICR-D-i6,Where,1,1.0,0
A011,1,IRE-U-i6,Where,1,0.8,0
A011,1,IRE-O-i1,When,0,0.8,1
A011,1,ICR-D-i5,Where,0,0.4,0
A011,1,RFR-L-LAND,Where,1,1.0,0
A011,1,RRE-N-STRA,What,1,0.8,0
A011,1,RFR-N-STRA,What,1,1.0,0
A011,1,IFR-N-i4,What,0,0.2,0
A011,1,ICR-N-i5,What,1,1.0,0
A011,1,IRE-D-i2,Where,1,1.0,0
A011,1,RRE-L-LAND,Where,1,1.0,0
A011,1,IRE-O-i4,When,0,0.6,0
A011,1,IFR-U-i1,Where,1,1.0,0
A011,1,IFR-O-i6,When,1,1.0,0
A011,1,IRE-N-i5,What,1,1.0,0
A011,1,IFR-N-i2,What,1,1.0,0
A011,1,RRE-L-PORT,Where,1,1.0,0
A011,1,IRE-O-i3,When,1,1.0,0
A011,1,ICR-O-i5,When,0,1.0,1
A011,1,RRE-N-LAND,What,1,1.0,0
A011,1,RFR-O-TMOD,When,0,1.0,1
A011,1,ICR-O-i4,When,0,0.6,0
A011,1,TCR-O-TSK5,When,0,0.6,0
A011,1,ICR-U-i6,Where,1,1.0,0
A011,1,RFR-L-DOOR,Where,1,0.6,0
A011,1,ICR-U-i1,Where,1,1.0,0
A011,1,ICR-O-i1,When,0,1.0,1
A011,1,IFR-D-i4,Where,1,0.2,0
A011,1,RFR-L-WIND,Where,0,1.0,1
A011,1,IRE-U-i3,Where,1,1.0,0
A011,1,RFR-N-OBJ4,What,1,0.4,0
A011,1,ICR-D-i3,Where,1,1.0,0
A011,1,ICR-N-i6,What,1,1.0,0
A011,1,IFR-O-i4,When,0,0.2,0
A011,1,IFR-D-i2,Where,1,1.0,0
A011,1,IFR-U-i3,Where,1,1.0,0
A011,1,ICR-D-i1,Where,0,0.4,0
A011,1,IFR-O-i5,When,0,1.0,1
A011,1,IRE-D-i3,Where,1,1.0,0
A011,1,IFR-D-i3,Where,1,1.0,0
A011,1,IRE-U-i5,Where,1,1.0,0
A011,1,RRE-L-WIND,Where,0,0.8,1
A011,1,ICR-N-i1,What,1,1.0,0
A011,1,IFR-N-i3,What,1,1.0,0
A011,1,IRE-O-i6,When,1,1.0,0
A011,1,IFR-U-i5,Where,1,1.0,0
A011,1,ICR-N-i2,What,1,1.0,0
A011,1,IFR-D-i5,Where,1,1.0,0
A011,1,ICR-D-i4,Where,0,1.0,1
A011,1,IRE-N-i2,What,1,1.0,0
A011,1,IRE-D-i5,Where,0,0.8,1
A011,1,RRE-L-DOOR,Where,0,0.4,0
A011,1,IFR-N-i6,What,1,1.0,0
A011,1,IRE-D-i1,Where,0,0.6,0
A011,1,RFR-N-OBJ2,What,1,1.0,0
A011,1,IRE-D-i4,Where,0,1.0,1
A011,1,IRE-U-i1,Where,1,1.0,0
A011,1,IRE-D-i6,Where,1,1.0,0
A011,1,ICR-U-i3,Where,0,1.0,1
A011,1,RFR-N-WEAT,What,1,1.0,0
A011,1,RFR-L-STRA,Where,1,1.0,0
A011,1,TCR-O-TSK3,When,0,0.6,0
A011,1,ICR-O-i6,When,1,1.0,0
A011,1,RFR-O-RORD,When,1,1.0,0
A011,1,RFR-L-OBJ1,Where,1,1.0,0
A011,1,IRE-N-i3,What,1,1.0,0
A011,1,ICR-U-i5,Where,0,1.0,1
A011,1,ICR-D-i2,Where,1,1.0,0
A011,1,ICR-O-i2,When,0,0.6,0
A011,1,ICR-N-i4,What,1,1.0,0
A011,1,IFR-D-i6,Where,0,1.0,1
A011,1,ICR-O-i3,When,1,1.0,0
A011,1,IRE-U-i2,Where,0,0.6,0
A011,1,IFR-O-i3,When,1,1.0,0
A011,1,ICR-U-i2,Where,0,0.8,1
A011,1,TCR-O-TSK6,When,1,1.0,0
A011,1,IFR-U-i2,Where,0,0.2,0
A011,1,RFR-L-OBJ3,Where,1,1.0,0
A011,1,IFR-O-i1,When,0,0.6,0
A011,1,IRE-O-i2,When,0,1.0,1
A011,1,IRE-U-i4,Where,0,0.4,0
A011,1,IFR-U-i6,Where,1,0.6,0
A011,1,IFR-O-i2,When,0,0.6,0
A011,1,ICR-U-i4,Where,0,1.0,1
A011,1,IFR-N-i1,What,1,1.0,0
A011,1,ICR-N-i3,What,1,1.0,0
A011,1,RFR-L-OBJ4,Where,1,1.0,0
A011,1,RRE-N-PORT,What,1,1.0,0
A011,1,IRE-N-i4,What,1,1.0,0
A011,1,RFR-L-OBJ2,Where,1,1.0,0
A011,1,IFR-U-i4,Where,1,0.2,0
A011,1,RFR-N-PORT,What,1,1.0,0
A011,1,RFR-N-OBJ3,What,1,0.4,0
A011,1,TCR-O-TSK2,When,1,0.6,0
A011,1,IFR-N-i5,What,1,1.0,0
A011,1,RFR-N-LAND,What,1,1.0,0
A011,1,IRE-O-i5,When,0,1.0,1
A011,1,RRE-L-STRA,Where,1,1.0,0
A011,1,IRE-N-i1,What,1,1.0,0
A011,1,IRE-N-i6,What,1,1.0,0
A011,1,RFR-L-PORT,Where,1,1.0,0
A011,1,TCR-O-TSK4,When,1,0.6,0
A011,1,IFR-D-i1,Where,0,0.2,0
A011,2,TCR-O-TSK1,When,0,0.8,1
A011,2,RFR-N-OBJ1,What,1,0.8,0
A011,2,ICR-D-i6,Where,0,0.4,0
A011,2,IRE-U-i6,Where,1,1.0,0
A011,2,IRE-O-i1,When,1,0.8,0
A011,2,ICR-D-i5,Where,1,1.0,0
A011,2,RFR-L-LAND,Where,1,0.6,0
A011,2,RRE-N-STRA,What,0,0.8,1
A011,2,RFR-N-STRA,What,1,1.0,0
A011,2,IFR-N-i4,What,1,1.0,0
A011,2,ICR-N-i5,What,1,1.0,0
A011,2,IRE-D-i2,Where,0,0.6,0
A011,2,RRE-L-LAND,Where,0,0.6,0
A011,2,IRE-O-i4,When,1,1.0,0
A011,2,IFR-U-i1,Where,1,0.4,0
A011,2,IFR-O-i6,When,0,0.2,0
A011,2,IRE-N-i5,What,1,1.0,0
A011,2,IFR-N-i2,What,1,0.6,0
A011,2,RRE-L-PORT,Where,1,0.6,0
A011,2,IRE-O-i3,When,0,0.4,0
A011,2,ICR-O-i5,When,1,0.4,0
A011,2,RRE-N-LAND,What,1,1.0,0
A011,2,RFR-O-TMOD,When,0,1.0,1
A011,2,ICR-O-i4,When,1,1.0,0
A011,2,TCR-O-TSK5,When,0,0.8,1
A011,2,ICR-U-i6,Where,1,1.0,0
A011,2,RFR-L-DOOR,Where,1,0.6,0
A011,2,ICR-U-i1,Where,1,1.0,0
A011,2,ICR-O-i1,When,1,0.8,0
A011,2,IFR-D-i4,Where,0,0.4,0
A011,2,RFR-L-WIND,Where,0,0.6,0
