UID,congruence,intercept_avg,slope_avg
A059,common,0.5176144769248773,0.14486849609652255
A060,common,0.0076514409901436466,0.0842154490421519
A061,common,0.39231219215119767,-0.04654496549928974
A062,common,0.07153888766500864,-0.17063893433508817
A063,common,0.2200320517658515,-0.030390011662583427
A064,common,0.2681402975481793,-0.02287204594189595
A065,common,-0.6397413278370278,-0.1708883495796109
A066,common,-0.12004211258285379,-0.057071597035734674
A067,common,-0.4373092426562404,-0.15168650125809766
A068,common,0.2261132286908668,0.014938090993340102
A069,common,-0.42513810234292243,0.00042417372026964245
A070,common,0.04087872973189169,-0.04356726285061062
A071,common,0.26201404397402445,0.07275179416206612
A072,common,0.22941616626288297,0.025890121062733078
A073,common,0.33947154351869196,0.16441942153546127
A074,common,-0.1481095312578275,-0.15330298733797812
A075,common,-0.013001935387598206,-0.04121248847202847
A076,common,-0.39228535106524465,-0.16125288069938612
A077,common,0.042599242461230605,-0.06202914359395185
A078,common,-0.5313622552526519,-0.060044905247181805
A079,common,-0.28776306186994266,-0.011082671046687925
A080,common,0.1659972733213582,0.07947882494450029
A081,common,-0.08560608858415071,0.062024427479805175
A082,common,0.06122167707505952,0.07743758054726621
A083,common,0.12156352120491508,-0.04082361472196905
A084,common,0.11393167312334967,-0.014402003417073421
A085,common,0.06738155908930946,0.061450618847925444
A086,common,-0.06916477491705252,0.00860876767578208
A087,common,0.3231562761203664,0.15010524749951273
A088,common,0.8098732096548734,0.26912684715130425
A089,common,0.2516448869694509,-0.014860097057488449
A090,common,-0.2965119142115403,-0.06142480732168344
A091,common,-0.11417838978653808,-0.07372878734035151
A092,common,-0.5376941001123752,-0.09476820805109255
A093,common,0.2617493724442057,0.049483165804796746
A094,common,-0.37203133237550307,-0.08621809009649814
A095,common,0.25224616441929526,-0.005900001104280844
A096,common,-0.51725160470503,-0.19620923199350437
A097,common,-0.0021033444369713936,0.06960463836407896
A098,common,0.016740068419244348,0.04109225378022503
A099,common,0.15350786782630169,0.12367367026271885
A100,common,0.24566388843316386,0.045306946335530035
A101,common,-0.5042923834564574,-0.05483788337627136
A102,common,-0.20882541943732752,0.012196794879598571
A103,common,-0.2059559187657438,-0.07680248212284327
A104,common,0.27955029292799116,-0.09238747362320092
A105,common,0.06731398090982413,0.0120048105360955
A106,common,0.26797418479665625,0.10391764945724433
A107,common,-0.46827191863674417,-0.02045133784798705
A108,common,-0.3472058955678298,-0.029451939021647288
A109,common,-0.39458440410650436,-0.07557313433745756
A010,congruent,0.21951294310804537,0.0896519580711554
A011,congruent,-0.03822325113202523,-0.015242454117230082
A012,congruent,-0.03762081355103029,-0.016702393396815535
A013,congruent,-0.02143651879128195,-0.008820954561890042
A014,congruent,-0.014649336619957173,-0.005882996950770775
A015,congruent,0.28103828935285646,0.11370799913941365
A016,congruent,0.03268700414991796,0.01319717763610093
A017,congruent,-0.10927815879348993,-0.044232617592486305
A018,congruent,0.10338612060699488,0.0424516873937171
A019,congruent,-0.29002888340741795,-0.11813617423954599
A020,congruent,-0.29024605189058383,-0.11757472028636314
A021,congruent,0.19335865405349797,0.07929579675599344
A022,congruent,0.21404051522643933,0.08683389601501933
A023,congruent,-0.0021146752593674016,-0.00090427926409606
A024,congruent,0.0014848362530847886,0.0003700842424428817
A025,congruent,0.1824189282519787,0.0739009122862853
A026,congruent,0.18001043642510467,0.0731282898864239
A027,congruent,-0.031073752926438186,-0.012630782774971854
A028,congruent,0.03460265427917952,0.01475283595218308
A029,congruent,0.2278576848247869,0.09326020364614612
A030,congruent,0.14608167964873162,0.05919802813806635
A031,congruent,-0.08724819403175466,-0.03494151094727695
A032,congruent,0.22849633587712764,0.09297377562390766
A033,congruent,0.06149168547563219,0.024326142309679343
A034,congruent,0.1450494919757838,0.059182308989131585
A035,congruent,-0.055902247129789674,-0.02338230911493018
A036,congruent,-0.008879340528740258,-0.0035279475816592967
A037,congruent,0.04857548692478378,0.019523192213190845
A038,congruent,-0.014285308474127153,-0.0054189881995536
A039,congruent,0.21651137592480418,0.0874168080823284
A040,congruent,-0.24838124584976873,-0.10044332978786386
A041,congruent,0.1194857984656733,0.04918103513423098
A042,congruent,-0.294628138492486,-0.11954255542468296
A043,congruent,0.009644646308424164,0.004048922021963842
A044,congruent,-0.16414590974239632,-0.06724708565377237
A045,congruent,-0.1713707477510556,-0.0689895420611985
A046,congruent,-0.38689856481794327,-0.15667613518655055
A047,congruent,-0.2665144737061188,-0.10832898479388937
A048,congruent,0.22716422259313226,0.09220983789066758
A049,congruent,0.29267589287974305,0.11923550613033193
A050,congruent,-0.20021811367973283,-0.08156227668298636
A051,congruent,0.10792450002870592,0.0443595584205668
A052,congruent,-0.037848259206333945,-0.015149301753905458
A053,congruent,0.06773605990580814,0.027687297923810143
A054,congruent,0.18277676383727687,0.07386813511338947
A055,congruent,-0.08890494861867758,-0.036656361079783616
A056,congruent,0.018346068518000046,0.007854312231231278
A057,congruent,-0.15825249600610808,-0.06405074545572907
A058,congruent,0.003985821054265839,0.0025293093623911063
A059,congruent,0.11653011697824316,0.04734559753429798
A060,congruent,0.06846664643869056,0.027634453392514247
A061,congruent,0.183409542298487,0.07520450883868975
A062,congruent,-0.09838922266120756,-0.04068209068240516
A063,congruent,0.052099011680660695,0.02173167409710455
A064,congruent,0.069157977580089,0.027652544420694664
A065,congruent,-0.35950958796256094,-0.14782248596840764
A066,congruent,-0.21071554744784254,-0.08567809835460792
A067,congruent,-0.28095150239328054,-0.11381105771661909
A068,congruent,0.09217540891728053,0.03748739623070568
A069,congruent,-0.36288142107694166,-0.14717817424967397
A070,congruent,-0.17734337774270761,-0.07201359628049633
A071,congruent,-0.006791353923808635,-0.0022179253763594895
A072,congruent,0.04548725448468869,0.018273130650382503
A073,congruent,0.15593882388078745,0.06418917741163004
A074,congruent,0.083289952054997,0.03430644742120134
A075,congruent,0.007548135770020246,0.0024744983572351255
A076,congruent,-0.24447592010460084,-0.09897277952955583
A077,congruent,0.08223940936248762,0.0334872717475519
A078,congruent,-0.15328327914630857,-0.06234740514986876
A079,congruent,0.0997135404472304,0.039814116718366155
A080,congruent,-0.01477133365302528,-0.006644989142638596
A081,congruent,0.17732456863301133,0.07190826987108839
A082,congruent,0.09323040746398177,0.03741600082999444
A083,congruent,0.15751677620007123,0.064412692310712
A084,congruent,0.17930164955996425,0.07258338676204529
A085,congruent,0.1598814142515411,0.06419268883653556
A086,congruent,-0.005991595792644461,-0.003749017383080228
A087,congruent,0.15851200449953706,0.06441291594628737
A088,congruent,0.22057938009551803,0.08926842970945892
A089,congruent,0.23959177900185566,0.09710226997298783
A090,congruent,-0.1111304247747616,-0.04528085758535156
A091,congruent,-0.16006505903237672,-0.06485410125454376
A092,congruent,-0.21649316971684424,-0.0877181080969086
A093,congruent,0.03807166818173503,0.015160920958238662
A094,congruent,-0.18491499650424562,-0.07503665143113358
A095,congruent,-0.0007627810143653019,0.0002714385532824944
A096,congruent,-0.15783458496529512,-0.0635922090968753
A097,congruent,-0.06256459618897289,-0.025476156895977407
A098,congruent,0.13860359323591784,0.05640890071894071
A099,congruent,0.13447857617449863,0.05509373874628134
A100,congruent,0.008977558280230568,0.002681583933726412
A101,congruent,-0.2389174948782743,-0.09706605787089105
A102,congruent,0.09444642485594973,0.03800253044162602
A103,congruent,0.03632009415088208,0.015023145637179004
A104,congruent,0.05883305751224708,0.023235274299089833
A105,congruent,0.03996975051469603,0.016440726993320335
A106,congruent,0.14584394162965594,0.05977303791624735
A107,congruent,-0.35636075460357,-0.14452623045919258
A108,congruent,-0.1404558834399998,-0.05716295844988445
A109,congruent,-0.12112904265360644,-0.04925838198482513
A010,incongruent,0.2751615690510572,0.04380132257439344
A011,incongruent,-0.00891016580430632,-0.006198447440478399
A012,incongruent,0.12492668589753173,0.027787114312795205
A013,incongruent,-0.12775877240701625,-0.011924162941027409
A014,incongruent,0.024867212291139095,-0.004025161914285976
A015,incongruent,0.5526914801715586,0.09509898431904297
A016,incongruent,0.3783818176496674,0.05304115391688862
A017,incongruent,0.30658182491074537,0.07856016221047887
A018,incongruent,0.20670474373464162,0.03813999409127386
A019,incongruent,-0.2505439947394495,-0.0257663804810566
A020,incongruent,-0.3976198836590315,-0.08428862346443605
A021,incongruent,0.19441240512905256,0.04256837951218138
A022,incongruent,0.30151570215579016,0.06223651665623743
A023,incongruent,0.035550738156099604,0.0022864919334470344
A024,incongruent,-0.26339642298380594,-0.05219640752372748
A025,incongruent,0.07307836866476791,-0.007049621258887416
A026,incongruent,0.10577484462457823,0.010078810356948794
A027,incongruent,0.07670440535191819,0.0073058167002879905
A028,incongruent,0.2047306508598196,0.021083402113159164
A029,incongruent,0.5442826837182919,0.08321870319237035
A030,incongruent,0.23224321856229474,0.05343246201084543
A031,incongruent,-0.13039361671771496,-0.04736705723838616
A032,incongruent,0.14492677151210648,0.04153900898683067
A033,incongruent,0.1283127999886742,0.027126344964657764
A034,incongruent,0.45858682538794054,0.0721022317977842
A035,incongruent,-0.11209748431920427,-0.02069839297159794
A036,incongruent,-0.10922404158793272,-0.02642275993122179
A037,incongruent,0.16955564124277392,0.021269515731223557
A038,incongruent,0.22940313809030255,0.028609974026173907
A039,incongruent,0.5542902535410952,0.11090487295690406
A040,incongruent,-0.4081594155757486,-0.08245060978708611
A041,incongruent,0.22820838080569206,0.050197478165451344
A042,incongruent,-0.42700958328088523,-0.06446477517974333
A043,incongruent,-0.07144804296153312,-0.012113747845391695
A044,incongruent,-0.509312777501577,-0.0795664938584269
A045,incongruent,-0.43792096875462094,-0.059854861305558886
A046,incongruent,-0.6011127192546474,-0.09761762499442896
A047,incongruent,-0.41328336159364576,-0.07417875211054928
A048,incongruent,0.2322823928087053,0.03703436021809811
A049,incongruent,0.18154988967733085,0.023817787612483654
A050,incongruent,-0.07274069733659097,-0.009242011970228302
A051,incongruent,0.016654561614901756,-0.014460846594299605
A052,incongruent,0.16740400812116912,0.019696491280857476
A053,incongruent,0.1966153334203744,0.032520517182415
A054,incongruent,0.2938220418768289,0.0846439239583265
A055,incongruent,-0.0827475751401696,-0.02300731361693229
A056,incongruent,0.03802512154096538,-0.008229508756624017
A057,incongruent,-0.25056975916080765,-0.04647713157434621
A058,incongruent,0.06455662101121558,0.010678451055890778
A059,incongruent,0.4850883752124409,0.09386355684135214
A060,incongruent,0.05028807390156903,0.02726018857312019
A061,incongruent,0.3791188972981311,0.04423952958054925
A062,incongruent,-0.0657865927144349,-0.03122579349013412
A063,incongruent,0.09841811075434534,0.004349154383567487
A064,incongruent,0.2397832760566228,0.024973472130080734
A065,incongruent,-0.5716460627529447,-0.08802644243927511
A066,incongruent,-0.28829307813758703,-0.05932815939306818
A067,incongruent,-0.5099053965088394,-0.09400274773396185
A068,incongruent,0.09128494103603789,0.009028811390980518
A069,incongruent,-0.4985887582529767,-0.07883485787152751
A070,incongruent,-0.27552663194701793,-0.04468128511544436
A071,incongruent,-0.09300786571651376,0.0021743189062349037
A072,incongruent,0.013464013688084545,-0.0073321513772894404
A073,incongruent,0.45044348057142214,0.0935784462438618
A074,incongruent,0.021583327629508032,-0.0065560633293672045
A075,incongruent,-0.26276918278726713,-0.056231993734890094
A076,incongruent,-0.5294487997480087,-0.09712570209782592
A077,incongruent,0.1618339800197232,0.022168728837176358
A078,incongruent,-0.17200658272474767,-0.029072937791804757
A079,incongruent,-0.1459279698427319,-0.03361719213156871
A080,incongruent,-0.12125541851639016,-0.016121235939376023
A081,incongruent,0.09586449453084515,0.030620135810270406
A082,incongruent,0.22001296952762064,0.033537521534003654
A083,incongruent,0.4855350859044192,0.07338322811044354
A084,incongruent,-0.16233484089500858,-0.02653974201067281
A085,incongruent,-0.23077636780047173,-0.03776490211020163
A086,incongruent,-0.11753502903847253,-0.030628304210013873
A087,incongruent,0.19948318196230938,0.05332902847703033
A088,incongruent,0.8360518957796209,0.15692329096097052
A089,incongruent,0.25440151352925056,0.05314315917190341
A090,incongruent,-0.28199781628607784,-0.035445933268083936
A091,incongruent,-0.23098954255687676,-0.04364719577953119
A092,incongruent,-0.29921241616605515,-0.04657789593372539
A093,incongruent,0.20993523859569324,0.05585376083085324
A094,incongruent,-0.47012313986909826,-0.07499338046337292
A095,incongruent,0.24672295532583247,0.040516802499120694
A096,incongruent,-0.7440686013443288,-0.13079587887178454
A097,incongruent,-0.11927738876993389,-0.016705510418954343
A098,incongruent,0.10795723001516232,0.01514114317692666
A099,incongruent,0.46742609323734363,0.09862952272704854
A100,incongruent,0.3720220799434156,0.07004041174572158
A101,incongruent,-0.15244942326910968,-0.026514819604262902
A102,incongruent,0.1267111779284266,0.04577366008125795
A103,incongruent,-0.09797276285049249,-0.038203082583956056
A104,incongruent,0.031814841825535844,-0.017261349680505605
A105,incongruent,-0.08226231712928246,-0.02171655638022229
A106,incongruent,0.13992713389636227,0.029069351145753663
A107,incongruent,-0.4959247033252499,-0.07491178137975293
A108,incongruent,-0.48430925260472857,-0.07916376383449651
A109,incongruent,-0.34932927540874814,-0.05575014326223608
