UID,congruence,Total_Intercept,Total_Slope
A066,Congruent,-0.4698201189887114,0.0013580581751817195
A067,Congruent,-0.5979344820467785,0.0013475274415827988
A068,Congruent,0.23078291186842978,-0.0008757495376763621
A069,Congruent,-0.7608262268892371,0.001644204938193763
A070,Congruent,-0.3697875314776745,0.0007894745172719411
A071,Congruent,0.03375981728053364,-0.000651968842988174
A072,Congruent,0.05285909460593075,0.000326200899667919
A073,Congruent,0.34532980076958464,-0.0010830416292386912
A074,Congruent,0.033875696134691824,0.0012913643058796165
A075,Congruent,-0.031006380244161948,0.0007061013751740107
A076,Congruent,-0.4959506047636401,0.0008653777971303122
A077,Congruent,-0.0012011549295564991,0.0016556471652347685
A078,Congruent,-0.3410534484926574,0.0009609048681639165
A079,Congruent,0.22582673999650205,-0.00045295213312004115
A080,Congruent,0.06861121349486336,-0.0011151076559856264
A081,Congruent,0.31642100197914563,-0.00010363996574038037
A082,Congruent,0.1751214168320403,-8.116886588031571e-05
A083,Congruent,0.27984366958112133,-0.00017405795549639005
A084,Congruent,0.27425667172589746,0.0004947926197244609
A085,Congruent,0.3489591542822433,-0.0007526262821438468
A086,Congruent,0.1715902505222586,-0.0017230757843234349
A087,Congruent,0.31781116399954457,-0.0005849176160238841
A088,Congruent,0.45979393810571567,-0.0009489415897693907
A089,Congruent,0.6343772714072777,-0.002712457921916283
A090,Congruent,-0.1938244421425791,4.3512007279833264e-05
A091,Congruent,-0.3141458408578694,0.0004580795871696991
A092,Congruent,-0.4944533960063788,0.001502150657644364
A093,Congruent,0.15515475721952557,-0.0011178835419816844
A094,Congruent,-0.4878007477145455,0.0021185983659589257
A095,Congruent,0.10817898837419805,-0.001456590206941265
A096,Congruent,-0.319480243096271,0.0005095971811896075
A097,Congruent,-0.09578629448251877,-0.00015625844514785897
A098,Congruent,0.2802080695535885,-0.0005337365218936353
A099,Congruent,0.13770159063927234,0.0010933379602453034
A100,Congruent,0.019341168051705278,7.057116247748345e-05
A101,Congruent,-0.5242586054182867,0.0013754315123644938
A102,Congruent,0.3530766118162462,-0.0023267801948621773
A103,Congruent,0.20844588130009667,-0.001849575752427313
A104,Congruent,0.22353575749887608,-0.0014584541211032623
A105,Congruent,0.14485054421873628,-0.0010076603895783518
A106,Congruent,0.289630713066226,-0.0005643574808262511
A107,Congruent,-0.8692896978258242,0.0031830087766996835
A108,Congruent,-0.31874141297015113,0.0009829327535344613
A109,Congruent,-0.24467550216055645,0.0004660377576056274
A010,Incongruent,0.28787007006324783,0.0004242104707663566
A011,Incongruent,-0.013638254228516453,-2.009872978095082e-05
A012,Incongruent,0.1759679399082157,0.00025931417633073877
A013,Incongruent,-0.12597441944732005,-0.00018563493876936528
A014,Incongruent,0.007822726113730371,1.1520755006967007e-05
A015,Incongruent,0.5636625817422588,0.0008306168082408055
A016,Incongruent,0.36718585593336867,0.0005410807135189023
A017,Incongruent,0.34113733192502466,0.0005027149049306058
A018,Incongruent,0.2135880658624721,0.0003147470683963466
A019,Incongruent,-0.23218514721423844,-0.00034214028606661874
A020,Incongruent,-0.4358311564542668,-0.0006422550033971097
A021,Incongruent,0.21100836794601166,0.0003109516304358838
A022,Incongruent,0.3181637392666838,0.000468853628004123
A023,Incongruent,0.026864102134415407,3.958439520761442e-05
A024,Incongruent,-0.2866541024997602,-0.00042242244547455453
A025,Incongruent,0.04268091670347681,6.288321190525567e-05
A026,Incongruent,0.09218864800595829,0.00013584384459537592
A027,Incongruent,0.06788789991633423,0.00010003736755302003
A028,Incongruent,0.18663556771309148,0.0002750192838825636
A029,Incongruent,0.5447740047030306,0.0008027789116917271
A030,Incongruent,0.25457054689409064,0.0003751459109153697
A031,Incongruent,-0.1689074015661331,-0.0002489146240998755
A032,Incongruent,0.17117070283379213,0.00025225206894855917
A033,Incongruent,0.14198690352276633,0.00020923535899126494
A034,Incongruent,0.4576192389324312,0.0006743472090415713
A035,Incongruent,-0.12665024204875786,-0.00018663578223273563
A036,Incongruent,-0.12273421112263982,-0.00018086595460705808
A037,Incongruent,0.15840487712798976,0.00023342110867013066
A038,Incongruent,0.21107038285512827,0.0003110280758326952
A039,Incongruent,0.6523629868096493,0.0009613481136689632
A040,Incongruent,-0.4405929116690418,-0.0006492684956239884
A041,Incongruent,0.24911782017223064,0.0003671114301069495
A042,Incongruent,-0.43508155438671803,-0.000641136754198297
A043,Incongruent,-0.0732224754234631,-0.00010790017335402952
A044,Incongruent,-0.514468352275163,-0.0007581215654688827
A045,Incongruent,-0.4328782166798616,-0.0006378862416692664
A046,Incongruent,-0.6073490793525902,-0.0008949898652800353
A047,Incongruent,-0.4327862538079423,-0.0006377603595335652
A048,Incongruent,0.23888748744898242,0.0003520273162484285
A049,Incongruent,0.1957561968886435,0.0002884667842631887
A050,Incongruent,-0.06607057913109717,-9.735960899573324e-05
A051,Incongruent,0.0015077782164954082,2.2141734784178452e-06
A052,Incongruent,0.1527266171741581,0.00022505169157557975
A053,Incongruent,0.20246507103318304,0.00029835664630848877
A054,Incongruent,0.342041735505583,0.0005040527937596027
A055,Incongruent,-0.09681876511590921,-0.000142677975433452
A056,Incongruent,0.00960379505345014,1.4142200091998896e-05
A057,Incongruent,-0.2659293320570759,-0.00039187831388068313
A058,Incongruent,0.0641577398896396,9.454368626229958e-05
A059,Incongruent,0.507072484608286,0.000747230722383004
A060,Incongruent,0.07433599286843531,0.00010955108546038418
A061,Incongruent,0.3526860736643036,0.0005197082550760598
A062,Incongruent,-0.093996385009403,-0.00013852238767421275
A063,Incongruent,0.07873773553818314,0.00011602014607640823
A064,Incongruent,0.21867174037250783,0.00032222608366585604
A065,Incongruent,-0.5546814574285794,-0.0008173809385032267
A066,Incongruent,-0.2990414768881705,-0.00044067425843142297
A067,Incongruent,-0.5359396760198001,-0.0007897678176161711
A068,Incongruent,0.08474662836222013,0.00012487950805164448
A069,Incongruent,-0.5116973832229276,-0.0007540401265904333
A070,Incongruent,-0.2820530027378729,-0.00041563590090873507
A071,Incongruent,-0.069228317762142,-0.00010200395273731837
A072,Incongruent,0.002785618947176767,4.101090513878471e-06
A073,Incongruent,0.47273889694203514,0.0006966411549650963
A074,Incongruent,0.002539143872137555,3.7351168918003818e-06
A075,Incongruent,-0.23011310288672845,-0.0003390986973052816
A076,Incongruent,-0.5546694322540369,-0.0008173694352615928
A077,Incongruent,0.1525552680714341,0.00022480464857485249
A078,Incongruent,-0.185115415982572,-0.0002727889835428012
A079,Incongruent,-0.13634835812821633,-0.0002009263118472546
A080,Incongruent,-0.12433281192747221,-0.00018321600515460446
A081,Incongruent,0.11693257050863165,0.00017232083954944242
A082,Incongruent,0.220547537688576,0.0003249956745790528
A083,Incongruent,0.48747800090112897,0.0007183484342086879
A084,Incongruent,-0.15606292349972237,-0.00022997421170490795
A085,Incongruent,-0.22944124786759956,-0.00033810735463648124
A086,Incongruent,-0.10825008857364202,-0.00015952577711736738
A087,Incongruent,0.21953774533989118,0.00032352091409133154
A088,Incongruent,0.8795075653770037,0.0012960590769335299
A089,Incongruent,0.2694987143601504,0.0003971408681756665
A090,Incongruent,-0.27172651335009923,-0.00040041221762279023
A091,Incongruent,-0.2419188339077101,-0.0003564945746701372
A092,Incongruent,-0.3043801822753999,-0.0004485355753125753
A093,Incongruent,0.23640495627888833,0.00034837826616891687
A094,Incongruent,-0.4782387880044306,-0.0007047355108834728
A095,Incongruent,0.2525984079238263,0.0003722323641137136
A096,Incongruent,-0.7766301383466494,-0.0011444526295829682
A097,Incongruent,-0.12374885877471473,-0.00018235693222692212
A098,Incongruent,0.10015955810237814,0.00014759203510436442
A099,Incongruent,0.5007478114375956,0.0007379167139188098
A100,Incongruent,0.3830457915245216,0.0005644617707927862
A101,Incongruent,-0.15826464334626603,-0.00023321977594892851
A102,Incongruent,0.15665559636268256,0.00023086087682491427
A103,Incongruent,-0.1257905596285327,-0.00018537581517566795
A104,Incongruent,0.0020923740267145855,3.07094481571545e-06
A105,Incongruent,-0.09280090023375491,-0.00013675492048278383
A106,Incongruent,0.1555139388927599,0.0002291724548706976
A107,Incongruent,-0.49960771521466146,-0.0007362206759602285
A108,Incongruent,-0.49755508638018947,-0.0007332010612913694
A109,Incongruent,-0.3590720961366838,-0.0005291318183827178
